No;Customer;Suplier;CID ABH;CID Supplier;Type of Issue;ABH Ticket Number;Supplier Ticket Number;Status;Date/Start Time;Date/End Time;Duration;Timezone;On Duty;Root Cause;Action Taken;Chronology;Cordination To Customer;Cordination To Supplier;Status RFO Send;;;;;;
11;DCC-Huawei;ABH;202500080;;Traffic Drop;#20250000465;;Closed;04/02/2025;;;GMT+7;Bayu;No issue segment ABH;Check circuit and montoring;#20250000465 | DCC-Huawei (ABH) | 202500080 | Pro Active Traffic Drop | Pro Active ke DCC untuk menanyakan apakah detect issue pada 02/04/2025 karena traffic drop dari tanggal 2 May sampai saat ini | FU konfirmasi DCC | Update dari DCC bahwa adanya adjustment disisi Huawei yaitu devert traffic ke jalur lain | FU DCC kapan Huawei kembali alirkan traffic | Tampaknya tren traffic tidak kembali selama 1 minggu | Pending Konfirmasi dari DCC | Sudah disampaikan tidak ada issue segment ABH | CLOSED;Email;Email;yes;;;;;;
12;Baoshuo;CrossNet;BTIIG-Morowali;;Link Down;#20250000466;;Closed;06/05/2025 11:21;06/05/2025 12:19;;GMT+7;Bayu;"A voltage drop in the PLN input at TS Matano led to 
an inverter malfunction, which subsequently 
caused battery damage. ";"Backup Power using Genset and improvements 
from the PLN side (temporary) ";#20250000466 | Baoshuo (CrossNet) | BTIIG-Morowali | Link Down | Pro Active karena link backbone dari arah Bungku - Bahodopi terpantau down dan cacti tidak bisa di acces | FU perbaikan CroossNet | Update dari CN bahwa akan adanya switching source power ke input PLN dan sudah kembali normal | Sudah disampaikan ke Baoshuo | FU RFO ke CN | CLOSED;;;;;;;;;
13;HK-Seaga;ABH;NeuCentrIX DC;;Request Permit Access;#20250000467;;Closed;12/5/2025 9:00;23/05/2025 23:59:00;14:59:00;GMT+7;Luthfi;;;#20250000467 | HK-Seaga (ABH) | Req. Permit Access&Escort | Periode 12-23 May-2025 untuk instalasi dan uninstall device di NeuCentrIX DC | Permit sudah di buat ke Neu dan sudah di infokan bahwa Tim ABH bisa escort di tanggal 14 | Confirm dari Wangsu akan start activitynya di tanggal 14 | Sudah disampaikan ke internal | Inbound dan outbound sudah di buatkan | CLOSED;Email;Email;No;;;;;;
14;CTG-ALI;ABH;202300003;;Link Down;#20250000468;;Closed;07/05/2025 2:58:00;;;GMT+7;Haikal;;;#20250000468 | CTG-ALI-IIX | Link Down | FU confirm CTG dikarenakan sampai saat ini traffic belum resume kembali | di sisi DCI bahwa ABH tidak receive power dari arah Alibaba | Suspect bahwa mereka sedang disable port nya | Traffic drain memasuki 2 minggu | Sudah di proactive dan tidak ada respon | CLOSED;Email;Email;No;;;;;;
15;DCC;ABH;202400221 - IdEX-CAC;;Packet Loss;#20250000469;;Closed;07/05/2025 4:25:00;07/05/2025 4:45:00;00:20:00;GMT+8;Bayu;"Based on the MTR there is packet loss between DBN <> EPIX on hop 4 suspecting due to any issue on DBN <> EPIX, but we can't check deeply because that's DBN responsibility. 
                         to avoid the same case. so we suggest to reroute prefix from IXP
";Wangsu-Nex prefix 140.150.9.0/24 has been unadvertised to EPIX ;#20250000469 | DCC (ABH) | DCC report nmengalami paket loss pada periode 04:25-04:45 (GMT+8) 7/4/2025 dan sudah di open tiket ke DCC | Berdasarkan hasil dari pengecekan bahwa adanya asymetric route dari Source IP 140.150.9.2 to Dest IP 103.189.121.184, tidak ditemukannya loss pada path sedangkan dari hasil Traceback 103.189.121.129 to dest IP 140.150.9.2 terlihat packet loss pada Hop 3 (Private IP) >> Hop 4 (PtP ABH<>EPIX) >> Hop 5 (PtP PE4 <> PE3) >> Hop 6 (PtP ABH <> DCC-WangsuNex2) >> Destination | Setelah di cek lebih lanjut bahwa adanya issue antara DBN (103.189.121.0/24) dan EPIX (202.159.50.55) | Sudah dijelaskan ke DCC | Sedang plan untuk unadvertised prefix via EPIX | Sudah diunadvertised dan sudah diinfokan ke DCC | DCC sudah allow untuk close tiket | Buatkan IR | IR sudah disampaikan;Email;Email;yes;;;;;;
16;Shoope;ABH;AB22021-B (Line-2);;High Latency;"#20250000470
#20250000470 - 1";;Closed;;;;GMT+7;Bayu;;;"#20250000470 | Shopee (ABH) | AB22021-B (Line-2) | High Latency | Shopee report mengalami high latency pada beberapa periode dari 1 - 6 May 2025 | Dari hasil pengecekan bahwa path loss di temukannya pada hop Moratel | Dapat di asumsikan bahwa pada saat itu MTI sedang mengalami issue atau congestion | Akan disampaikan ke Shopee jika ini adalah bukan issue di sisi ABH dan issue sebenarnya terjadi antara MTI facing SF | Sudah disampaikan ke Shopee | Konfirmasi untuk close ticket | Cust report kembali adanya paket loss ke arah SF sejak 10 Mei | Dari traceroute menuju ke destinasi SF tidak ditemukan adanya paket loss | Sedang di tanyakan ip destinasi yang mengalami issue dan detail range time periode issue | FU konfirmasi ke Shopee | Shopee sudah confirm untuk close dikarenakan terlihat sudah stable | closure sudah diinfokan | CLOSED


#20250000470 - 1 | Shopee (ABH) >> For starlink issue | Saat ini sedang mapping untuk reroute prefix under Starlink (AS45700) via IIX | prefix under AS45700 sudah diadvertised ke Garena | Sudah disampaikan ke Customer untuk root causenya | Konfirmasi untuk close ticket | Sedang dikonfirmasi | CLOSED";Email;Email;yes;;;;;;
17;3GO;ABH-Biznet;202400128;;Packet Loss;#20250000471;;Closed;2/5/2025 18:27;03/05/2025 2:04:00;07:37:00;GMT+7;Bayu;" From the traceroute results to 149.129.213.2 it was found that the path did not pass through Abhinawa.
- And from the results of the traceroute to 43.96.86.129 it was found that the path passed Abhinawa but from checking there was no issue on the abhinawa segment in the period mentioned.

From result checking Biznet no issue in the periode mentioned";Checking circuit;#20250000471 | 3GO (ABH-Biznet) | 202400128 | 3GO report packet loss pada 2/5/2025 18:27 - 03/05/2025 02:04 GMT+7 sudah di open tiket ke Biznet | FU pengecekan Biznet | Dapat disampaikan dari pengecekan di sisi ABH di dapati prefix yang di berikan oleh 3GO belum di advertised oleh 3GO dan maka dari itu harusnya Packet loss tersebut bukan via ABH >> Biznet melainkan dari ISP yang lain | FU biznet untuk traffic drop nya | Update dari Biznet bahwa tidak ada issue pada periode yang di mentioned | Konfirmasi ke internal untuk close ticket | CLOSED;Email;Email;No;;;;;;
18;Baishan;ABH;  202400150 - IdEX-int-regular (VLAN795) ;;Maintenance;#20250000472;;Closed;;;;;Haikal;;;;;;;;;;;;
19;OWS;ABH;Multiple Services;;Route Issue;#20250000473;;Closed;09/05/2025 15:55;09/05/2025 17:11:00;01:16:00;GMT+8;Haikal;"There is an interconnection issue on the 
Transmission node between Cyber - Edge in (JKT) 
which causes the upstream connections to 
experience multiple flapping.";Interconnection issue solved by Upstream provider;#20250000473 | OWS (ABH) | Domestic Service (VLAN4062) | Multiple Services | OWS report bahwa mereka tidak bisa connect Indonesia Node | IP yang digunakan oleh OWS untuk Node JKT adalah 45.198.16.100 dan 156.245.136.3 yang di pakai di Hongkong | Dapat disampaikan bahwa interrupt ini terjadi relate dengan multiple flapping upstream ABH di JKT | OWS minta detail | Bisa di infokan sesuai dengan root cause dari ISPL | Sudah disampaikan ke OWS | CLOSED;WhatsApp;WeChat;yes;;;;;;
20;Aofei ;ABH;Jakabare (VLAN57);;Packet Loss;#20250000474;;Closed;09/05/2025 19:26;09/05/2025 20:28:00;01:02:00;GMT+8;Haikal;"Packet loss due to congestion in the trunk backbone in 
Cyber node. ";Normal after upgrade the trunk backbone ;#20250000474 | Aofei (ABH) | Packet Loss | Jakabare (VLAN57) | Aofei report packet loss beberapa hari sering terjadi pada range time 20:00 - 22:00 GMT+8 | Dalam hasil pengecekan di temukannya congestion pada interlink di Cyb SW-1 dan SW-2 | Saat ini sudah dilakukan upgrade ke 500G | sudah diinfokan ke customer root causenya | IR sudah di draft | Review RFO ke internal | Sudah disampaikan ke Aofei | CLOSED;WeChat;WeChat;yes;;;;;;
21;Seabank;ABH;AB21005;;Intermittent;#20250000475;;Closed;10/05/2025 2:34:00;10/05/2025 3:55:00;01:21:00;GMT+8;Tian;"The local-loop segment of the DCI-CYBER1 link was 
disrupted due to a broadcast from one of the OIXP 
members. This caused the Metro switch to become 
overloaded, with resource utilization reaching 100%.";"1. The Metro provider team shut down the 
interconnection link to OIXP. 
2. OIXP admin identified and shut down the source of the 
broadcast. "; #20250000475 | Seabank (ABH) | AB21005 | Cust report ping PTP intermittent | dari rentang waktu yang diinfokan oleh Seabank related dengan issue OIXP | Cust sudah konfirm link sudah normal | RFO dari OIXP available | Sedang di analisa lebih lanjut terkait issue ini | Sampaikan Root causenya | RFO akan di validasi oleh internal | CLOSED;Email;Email;yes;;;;;;
22;Biznet Gio;ABH;AB23033;;BGP Down;#20250000476;;Closed;;;;GMT+7;Tian; broadcast dari salah satu member OIXP; broadcast dari salah satu member OIXP; #20250000476 | Biznet Gio (ABH) | AB23033 | Cust report ping PTP intermittent | dari rentang waktu yang diinfokan oleh Seabank related dengan issue OIXP | Cust sudah konfirm link sudah normal | RFO dari OIXP available | Sedang di analisa lebih lanjut terkait issue ini | CLOSED;WhatsApp;WhatsApp;;;;;;;
23;DCC;ABH;202400154 VLAN3702;;Interupption;#20250000477;;Closed;10/05/2025 1:41:00;11/05/2025 9:49:00;08:08:00;GMT+7;Tian;Faulty distribution switch in APJII (JKT). ;Replace Faulty distribution switches in APJII. ;"#20250000477 | DCC (ABH) | 202400154 (Cyber-Sigma) | Cust report link interrupt | terpantau device di MMR U2 (port fisik DCC (Cyber-Sigma)) terpantau restart dan terpantau saat ini hanya menggunakan single source power | Koordinasi dengan internal | Tim internal sedang melakukan on site untuk mengecek status device di lokasi Sedang dilakukan pengecekan ke lokasi oleh tim internal | Internal sudah planningkan untuk mengganti perangkat yang issue dengan series yang sama | MA sudah selesai dilakukandan setelah di monitoring almost 2 jam sudah kembali normal dan tidak rebooted kembali | Sudah di confirm ke pelanggan | Konfirmasi dari DCC bahwa masih unstable | Setelah di check kembali dan di pindah port terlihat port tampak stabil namun ada Mac-Address sering hilang"" dari sisi SF sigma | Sudah di confirm ke DCC agar melakukan pengecekan ke sisi SF | Info dari SF dari ke empat Mac address | Sudah di konfirmasi status terbaru dan close ticket jika tidak ada bantuan lebih lanjut | DCC meminta untuk hold ticket 24 jam | Keep eye lalu draft RFO | Mac address Smartfren sempat tidak terdetek dan saat ini sedang dikonfirmasi | Fu konfirmasi ke DCC | Info dari DCC sudah OKE dan minta dimonitor 24 jam (jam 11 malam konfirmasi untuk close tiket)";Email;Email;No;;;;;;
24;Maxcloud;ABH;VLAN625;202400078;Link Down;#20250000478;;Closed;10/05/2025 4:09:56;10/05/2025 15:47:00;11:37:04;GMT+7;Luthfi;There is a problem with the distribution switch at APJII (JKT).;Replace Faulty distribution switches in APJII.;#20250000478 | Maxcloud (ABH) | Link Down | VLAN625 | Maxcloud report bahwa linknya mengalami down (Impact rebooted issue device SW-APJII-MMR-U2-SA) dari log down start since May 10 04:09:56 WIB | Sedang dilakukan pengecekan ke lokasi oleh tim internal | Internal sudah planningkan untuk mengganti perangkat yang issue dengan series yang sama | MA sudah selesai dilakukandan setelah di monitoring almost 2 jam sudah kembali normal dan tidak rebooted kembali | Sudah di confirm ke pelanggan | FU konfirmasi | Update dari Maxcloud bahwa akan established peernya kembali jika selama 24 jam tidak ada kendala | Traffic sudah di runningkan kembali periode 11/05/2025 20:32 WIB | Validasi RFO ke internal | CLOSED;WhatsApp;WhatsApp;yes;;;;;;
25;ABH;IIX;Req Check Device;;Req Check Device;#20250000479;;Closed;;;;;;;;;;;;;;;;;
26;Alibaba;ABH;Local loop DCI<>CYB;;Pro-active;#20250000480;;Open;10/05/2025 17:35:00;;;;;;;;;;;;;;;;
27;ABH;MDC;Pengecekan suhu;;Cek suhu;#20250000481;;Open;;;;;Tian;;;;;;;;;;;;
28;DCC;ABH;202400154;0320100011;Maintenance;#20250000482;;Closed;11/05/2025 9:00:00;11/05/2025 11:00:00;02:00:00;GMT+7;Luthfi;Corrective maintenance to replace faulty distribution switches in APJII.;Corrective maintenance to replace faulty distribution switches in APJII.;Max Downtime : 60 Minutes;Email;Email;No;;;;;;
29;Maxcloud;ABH;202400078;Vlan625;Maintenance;#20250000483;;Closed;11/05/2025 9:00:00;11/05/2025 11:00:00;02:00:00;GMT+7;Luthfi;Corrective maintenance to replace faulty distribution switches in APJII.;Corrective maintenance to replace faulty distribution switches in APJII.;Max Downtime : 60 Minutes;Email;Email;No;;;;;;
30;GTT;ABH;AB22007;Vlan681;Maintenance;#20250000484;;Closed;11/05/2025 9:00:00;11/05/2025 11:00:00;02:00:00;GMT+7;Luthfi;Corrective maintenance to replace faulty distribution switches in APJII.;Corrective maintenance to replace faulty distribution switches in APJII.;Max Downtime : 60 Minutes;Email;Email;No;;;;;;
31;Lingyun;Aofei-SSM;202400094;"SSM: L2 JKT<>Kendal
Aofei: N_20240809_021 (JKT-HK)";Link Down;#20250000485;;Closed;13/05/2025 5:50:00;13/05/2025 8:00:00;02:10:00;GMT+7;Luthfi;"FO Cut impact tersambar truk, 4.46Km dari POP Sukma Kendal
https://maps.app.goo.gl/1k2cqFKhnygG8RZF7 -6.9424200,
110.2432926";"Replace core dan reroute jalur back up
";#20250000485 | Lingyun (SSM) | Link Down | 202400094 VLAN3072 | Lingyun report mengalami link down dari periode 13/05/2025 05:50 - 08:00 GMT+7 | Sudah di open ticket ke SSM karena tidak detect MAC-Address BTR | Update dari SSM bahwa adanya issue FO cut di 4,4Km dari Pop Kendal<>KIK dan link saat ini sedang di switch ke backup link | Sudah di updatekan ke Lingyun | FU proggress repair mainlink ke SSM | konfirm dari SSM link sudah kembali ke mainlink dan sudah di sampaikan ke Lingyun | Konfirm dari Lingyun link sudah normal kembali | FU RFO SSM | RFO sudah dishared ke Customer | Closed;Email;Email;yes;;;;;;
32;DCC-Huawei;ABH;202500080;;BGP Flap;#20250000486;;Closed;13/05/2025 12:27:14;13/05/2025 12:30:24;00:03:10;GMT+7;Luthfi;There is congest between the Telkom<>OIXP segments so that the 101.1.4.0/24 prefix towards Telkom experiences packet loss.;Withdrawn prefix 101.1.4.0/24 from the Telkom peer in OpenIX.;Pro-Active #20250000486 | DCC-Huawei (ABH) | BGP Flapping | 202500080 | Dari monitoring terlihat BGP dengan Huawei mengalami reset dan dikarenakan port fisik disisi Cyber MDC-SW1 mengalami flapping periode 13/05/2025 12:27:14 - 12:30:24 WIB | Sudah di open ticket proactive ke DCC | Dari hasil pengecekan bahwa tidak ditemukannya issue di L1 EDG<>PDG setelah dilakukan pengecekan ke ISPL | FU konfirmasi ke DCC apakah ada adjustmen atau activity disisi Huawei | DCC report mengalami Packet loss pada saat reach IP 36.91.254.130 | Dari hasil pengecekan bahwa terlihat adanya congestion pada OIXP <> Telkom | Sudah disampaikan ke DCC | Sedang proses unadvertised IP HW dari OIXP | Prefix Huawei sudah di unadvertised dari OIXP | Konfirmasi status ke DCC | belum ada konfirmasi dari cust | Konfirmasi untuk closed tiket | DCC minta hold tiket selama 24jam (Jam 5 sore besok ) | Initial RFO sudah di berikan | IR provide Office hours | CLOSED;Email;Email;yes;;;;;;
33;Telkom;ABH;1703010892;;Link Down;#20250000487;INC31883071;Closed;13/05/2025 16:35;13/05/2025 22:17;05:42:00;GMT+7;Bayu;"Imbas gangguan imbas ruas Cikupa - Jatinegara, putus akibat terkena
boringan di km 16 dari Cikupa oleh pihak ke-3
";Normal kembali setelah dilakukan co core dan perbaikan redaman;#20250000487 | Telkom (ABH) | 1703010892 | CAC 2 detec down pada 13/05/2025 16:35 GMT+7 dan traffic berpindah ke CAC 1 | sudah di report ke Telkom dan hasil pengecekan Telkom issue impact gangguan ruas Cikupa - Jatinegara | FU pengecekan lebih lanjut dari Telkom | dari pengecekan lebih lanjut Telkom terdapat indikasi cut di KM 9,2 dari STO Cilegon arah ciwandan | FU perbaikan Telkom | saat ini terlihat salah satu port sudah up dan traffic sudah running kembali | FU Telkom untuk perbaikan satu port lagi | RFO available | CLOSED;Email;Email;yes;;;;;;
34;DCC;ABH;;Rack B07;Request LOA;#20250000488;;Closed;14/05/2025 8:19:00;14/05/2025 10:05:00;01:46:00;GMT+7;Luthfi;Request LOA interconection ke Rack B07 untuk PT Sarana Insan Telematika;;Request Done;Email;Email;No;;;;;;
35;IDCH;ABH;AB21009;;Maintenance;#20250000489;;Open;15/05/2025 10:00:00;15/05/2025 16:00:00;06:00:00;GMT+7;Bayu;;;;Email;Email;No;;;;;;
36;Wangsu-IDC3D;ABH;202500098;;Maintenance;#20250000490;;Open;15/05/2025 10:00:00;15/05/2025 16:00:00;06:00:00;GMT+7;Bayu;;;;Email;Email;No;;;;;;
37;CBC;ABH;202400143;;Packet Loss;#20250000491;;Closed;;;;;Bayu;;;#20250000491 | CBC (ABH) | 202400143 | Packet Loss | CBC report paket loss ke arah google (8.8.8.8) dari source 103.130.198.119 dan ada suspect awal ada power degrade di sisi CBC | sudah dilakukan reroute ke second path namun CBC masih mengalami paket loss | terkait pergantian FO akan dijadwalkan besok | ada 2 perbedaan hasil pengetesan ke IP .117 dan .119 yang mana menuju .117 tidak loss dan .119 mengalami loss | terkait hal iini masih di analisa | sebelumnya terlihat power degrade pada rx dari Apjii <> Nex -12 db | setelah dicek ternyata salah satu kabelnya kendor dan sudah dikencangkan | konfirmasi dari CBC power receive sudah OKE di -3,65 db | sudah diinfokan hasil temuan dan actionnya | monitoring dan FU konfirmasi ke CBC | CLOSED;WhatsApp;WhatsApp;yes;;;;;;
38;ABH;MDC;Req Permit Access;;Request Permit Access;#20250000492;;Open;;;;;Haikal;;;;;;;;;;;;
39;ABH;DCC;Vlan844 & 1722;;BGP Down;#20250000493;TT-2025074205;Open;15/05/2025 9:26:00;;;GMT+7;Tian;The bgp has been establish after migration device has been completed;re-establish the bgp after migration;#20250000493 | ABH (DCC) | Vlan 844 & Vlan 1722 | BGP Down sejak 15/05/2025  09:26 GMT+7 | info dari DCC kedua vlan tersebut ada di SG MX204 dan saat ini vlan tersebut didisable sampai router NEU mereka terinstall | FU ke DCC untuk estimasinya selesai install Router NEU | ETR: 27 May 2025 (Tuesday) | ETR: 30 May 2025 | konfirm dari DCC instalasi router telah selesai di lakukan | FU update selanjutnya dari DCC | Mintakan RFO dan CLOSED;WeChat;WeChat;yes;;;;;;
40;Wansu;ABH-DCC;202400071;;Destination Unreachable;#20250000494;;Closed;15/05/2025 17:14:00;15/05/2025 18:05:00;00:51:00;GMT+8;Bayu;Load balancing on the Jakarta-Singapore backbone was interrupted due to instability in one of the backbone cables, temporarily affecting ingress traffic to customer prefixes in Jakarta.;"o The primary upstream provider disabled load balancing and 
redirected traffic through a stable path to avoid the affected 
cable. 
o Repairs on the unstable cable are ongoing and have been 
escalated to the principal by the primary upstream provider. 
o ABH NOC migrated ingress traffic to another upstream 
provider to maintain stability until the primary provider 
resolves the issue.";#20250000494 | Wangsu (ABH-DCC) | 202400071 | Wangsu report dari international dapat menuju IP 103.7.187.352 dan sudah di open tiket ke Wangsu | untuk solusi sementara sudah di reroute menuju ISPL-IPT dari sebelumnya DCC-IPT | Terkait route couse masih di validasi ke DCC | IR available | CLOSED;Email;Email;yes;;;;;;
41;OWS;ABH-DCC;"AB22025
";;Route Issue;#20250000495;;Closed;15/05/2025 18:05:00;15/05/2025 21:50:00;03:45:00;GMT+8;Bayu;"Load balancing on the Jakarta-Singapore 
backbone experienced interruptions due to 
instability in one of the backbone cables, 
temporarily affecting ingress traffic to customer 
prefixes in Jakarta. ";"Upstream provider disabled load balancing 
and redirected traffic through the stable path 
to avoid the affected cable. 
2. Repairs on the unstable cable are ongoing and 
currently escalated to the principal by the 
upstream provider. ";#20250000495 | OWS (ABH-DCC) | AB22025 | OWS report mengalami masalah route issue dari domestic menuju international dan sudah di open tiket ke OWS | untuk solusi sementara sudah di reroute menuju ISPL-IPT dari sebelumnya DCC-IPT | terkait route couse masih di validasi ke DCC | IR sudah diinfokan | CLOSED;Email;Email;yes;;;;;;
42;Wangsu-NEU;ABH;202300045;;Abnormal;#20250000496;;Closed;;19/06/2025;;;Bayu;"there have been no issues identified on the Abhinawa segment. The issue that occurred on May 15, 2025, was determined to originate from the IPT side. >> DCC Side
Unfortunately, we are unable to provide a definitive root cause. The issue was related to a routing table refresh that occurred in the connection with TATA,";Issue resolved by TATA team;#20250000496 | DCCWangsu-NEU (ABH) | 202300045 | DCC report abnormal pada IP: 103.160.154.134 periode 17:14 hingga 18:05 (GMT+8) dan sudah di open tiket ke DCC | Dari pengecekan issue ini related dengan issue IPT-DCC yang kita report ke ke DCC via wechat | Menunggu konfirm dari DCC | CLOSED;;;;;;;;;
43;ABH;DCC;ABH20240307001;;Route Loss;#20250000497;DCC2505160735;Closed;;19/06/2025;;;Tian;"there have been no issues identified on the Abhinawa segment. The issue that occurred on May 15, 2025, was determined to originate from the IPT side. >> DCC Side
Unfortunately, we are unable to provide a definitive root cause. The issue was related to a routing table refresh that occurred in the connection with TATA,";Issue resolved by TATA team;#20250000497 | DCC (ABH) | VLAN 1721, 841, 842 | Route Issue | Semua prefix yang diadvertised ke DCC mengalami route issue | FU ke DCC untuk root causenya | DCC sedang meeting dengan supplier | FU hasil meeting dengan supplier | DCC sudah memberikan Link meet terbaru yg akan di adakan pada June 4, 2025, 15:00-16:00(GMT+8) | Mintakan RCA ke DCC | DCC tidak bisa provide RCA dikarenakan issue tersebut berada pada TATA yang mana TATA pun tidak memberikan RCA | CLOSED;;;;;;;;;
44;ABH;DCC;Peer 169,254,238,237 (VLAN841);;Packet Loss;#20250000498;TT-2025051699;Open;;;;;Tian;;;;;;;;;;;;
45;Biznet Gio;ABH;request advetised prefix ke CAC untuk list IP berikut: 103.94.238.0/23 le 24, 202.74.74.0/23 le 24, 103.197.188.0/23 le 24, & 103.197.190.0/23 le 24;request advetised prefix ke CAC untuk list IP berikut: 103.94.238.0/23 le 24, 202.74.74.0/23 le 24, 103.197.188.0/23 le 24, & 103.197.190.0/23 le 24;Req. Allow & Adv. Prefix;#20250000499;;Closed;;;;GMT+7;Tian;;;#20250000499 | Biznet Gio (ABH) | Biznet Gio request advetised prefix ke CAC untuk list IP berikut: 103.94.238.0/23 le 24, 202.74.74.0/23 le 24, 103.197.188.0/23 le 24, & 103.197.190.0/23 le 24 | sudah di FU ke mba AUL;;;;;;;;;
